ym,port,history_n,scenario,empty_in,empty_out,full_in,full_out,throughput,empty_net,empty_total_flow,full_total_flow,empty_share,net_pressure_raw,export_pull,roll3_empty_net,cum_empty_net,roll3_pressure_raw,positive_net_streak,buffer_raw,pressure_pct,buffer_pct,pressure_z,buffer_z,pressure_flow_raw,pressure_net_raw,pressure_roll_raw,buffer_space_raw,buffer_net_raw,buffer_export_raw,buffer_index,pressure_index,enough_history,high_pressure_cut,high_buffer_cut,low_pressure_cut,status,next_empty_net,next_roll3_empty_net,next_pressure_index,next_buffer_index,next_status,eligible_eval,high_pressure_flag,high_buffer_flag,next_positive_empty_net,next_positive_roll3,next_low_pressure
202507,臺中港,7,custom_nearby_d,13488,6619,80136,48288,129173.25,6869,20107,128424,0.1556591631781348,0.0531766445452135,0.37382352770407185,5605,29359,0.04114808973994469,7,0.8443408368218652,1,0.3636363636363637,-1.0773114034521802,-0.579422761206617,0.10441790386167414,0.0531766445452135,0.04339133682863905,0.8955820961383258,0,0.37382352770407185,0.26666666666666666,0.8666666666666667,TRUE,0.3666666666666667,0.6166666666666666,0.13333333333333333,高壓力港,5568,5629,0.6857142857142857,0.3,高壓力港,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
202508,臺中港,8,custom_nearby_d,13444,7876,90881,51132,139444,5568,21320,142013,0.15289291758698834,0.0399300077450446,0.366684834055248,5629,34927,0.04168491042579877,8,0.8471070824130117,0.8181818181818182,0.4545454545454546,-1.0773114034521802,-0.579422761206617,0.09641146266601648,0.0399300077450446,0.04036745933851582,0.9035885373339836,0,0.366684834055248,0.3,0.6857142857142857,TRUE,0.28571428571428575,0.3428571428571428,0.2857142857142857,高壓力港,4479,5638.666666666667,0.6000000000000001,0.275,高壓力港,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
202509,臺中港,9,custom_nearby_d,11343,6864,84933,45220,126648.75,4479,18207,130153,0.14375980813075534,0.03536552867675362,0.3570505038541636,5638.666666666667,39406,0.04282406032233724,9,0.8562401918692447,0.4545454545454546,0.5454545454545454,-1.0773114034521802,-0.579422761206617,0.08956266840375447,0.03536552867675362,0.04452208700572779,0.9104373315962456,0,0.3570505038541636,0.275,0.6000000000000001,TRUE,0.6000000000000001,0.375,0.25,高壓力港,4505,4850.666666666667,0.4444444444444444,0.43333333333333335,高壓力港,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
202510,臺中港,10,custom_nearby_d,10016,5511,80123,45046,124361.5,4505,15527,125169,0.12485375297017164,0.03622503749150661,0.36221821061984616,4850.666666666667,43911,0.03717352463776827,10,0.8751462470298284,0.5454545454545454,0.7272727272727273,-1.0773114034521802,-0.579422761206617,0.08053939523083913,0.03622503749150661,0.03900456867010021,0.9194606047691608,0,0.36221821061984616,0.43333333333333335,0.4444444444444444,TRUE,0.4444444444444444,0.45555555555555555,0.3111111111111111,高壓力港,4932,4638.666666666667,0.44,0.37,高壓力港,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
202511,臺中港,11,custom_nearby_d,10475,5543,86134,43059,129488.5,4932,16018,129193,0.12370210482011916,0.03808832444580021,0.33253146032273134,4638.666666666667,48843,0.03655963020468681,11,0.8762978951798809,0.6363636363636364,0.8181818181818182,-1.0773114034521802,-0.579422761206617,0.08089521463295968,0.03808832444580021,0.03582300101295997,0.9191047853670404,0,0.33253146032273134,0.37,0.44,TRUE,0.44,0.53,0,高壓力港,2933,4123.333333333333,0.3636363636363637,0.2818181818181818,高壓力港,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
202512,臺中港,12,custom_nearby_d,12988,10055,96048,53118,147130.25,2933,23043,149166,0.1566163314478158,0.01993471770760941,0.3610270491622219,4123.333333333333,51776,0.03141602654830541,12,0.8433836685521842,0.18181818181818185,0.2727272727272727,-1.0773114034521802,-0.579422761206617,0.08827552457771261,0.01993471770760941,0.02802505489750294,0.9117244754222874,0,0.3610270491622219,0.2818181818181818,0.3636363636363637,TRUE,0.3636363636363637,0.4727272727272727,0.07272727272727274,高壓力港,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
202501,臺北港,1,custom_nearby_d,2741,6723,65885,51689,117935,-3982,9464,117574,0.08024759401365159,-0.03376436172467885,0.4382838003985246,-3982,-3982,-0.03376436172467885,0,0.9197524059863484,0.09090909090909093,0.9090909090909092,-1.095100857618431,0.9586697318524964,0.02324161614448637,0,0,0.9767583838555136,0.03376436172467885,0.4382838003985246,0,0,FALSE,0,0,0,正常港,4801,409.5,1,0.2,正常港,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202502,臺北港,2,custom_nearby_d,8091,3290,62585,45740,100157.25,4801,11381,108325,0.11363131475754376,0.04793462280563813,0.4566818677629428,409.5,819,0.00708513054047963,1,0.8863686852424563,1,0.2727272727272727,-1.095100857618431,0.9586697318524964,0.08078296878159094,0.04793462280563813,0.0040885707225388,0.919217031218409,0,0.4566818677629428,0.2,1,FALSE,1,0.2,0.4,正常港,-3224,-801.6666666666666,0.2,0.5,高緩衝港,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202503,臺北港,3,custom_nearby_d,3757,6981,76463,59820,131944.25,-3224,10738,136283,0.0813828567747363,-0.02443456232461816,0.45337329970802065,-801.6666666666666,-2405,-0.00342143374788629,0,0.9186171432252636,0.2727272727272727,0.8181818181818182,-1.095100857618431,0.9586697318524964,0.02847414722505906,0,0,0.971525852774941,0.00607579842749241,0.45337329970802065,0.5,0.2,TRUE,0.5,0.35,0.4,高緩衝港,4684,2087,0.8666666666666667,0.06666666666666667,高壓力港,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
202504,臺北港,4,custom_nearby_d,11784,7100,74748,54160,120731.25,4684,18884,128908,0.15641352176839057,0.03879691463477765,0.4485996790391883,2087,2279,0.02076565837193254,1,0.8435864782316095,0.9090909090909092,0,-1.095100857618431,0.9586697318524964,0.09760521820158408,0.03879691463477765,0.01728632810477817,0.902394781798416,0,0.4485996790391883,0.06666666666666667,0.8666666666666667,TRUE,0.8666666666666667,0.4,0.4666666666666667,高壓力港,-2013,-184.33333333333343,0.2,0.4,高緩衝港,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
202505,臺北港,5,custom_nearby_d,6801,8814,83855,53083,130724.75,-2013,15615,136938,0.11944945390983729,-0.01539876725715673,0.40606694600678145,-184.33333333333343,266,-3.454716489990813e-4,0,0.8805505460901627,0.4545454545454546,0.09090909090909093,-1.095100857618431,0.9586697318524964,0.05202534332634027,0,0,0.9479746566736598,0.00141008748024634,0.40606694600678145,0.4,0.2,TRUE,0.55,0.4,0.4,高緩衝港,-2713,-14,0.16000000000000003,0.5,高緩衝港,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
202506,臺北港,6,custom_nearby_d,5152,7865,79202,57164,129791.5,-2713,13017,136366,0.10029162156227488,-0.02090275557336189,0.4404294580153554,-14,-2447,8.317972680863423e-4,0,0.8997083784377251,0.3636363636363637,0.4545454545454546,-1.095100857618431,0.9586697318524964,0.03969443299445649,0,0,0.9603055670055436,1.0786530705015352e-4,0.4404294580153554,0.5,0.16000000000000003,TRUE,0.24,0.5,0.16000000000000003,高緩衝港,-4230,-2985.3333333333335,0.13333333333333333,0.6166666666666666,高緩衝港,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
202507,臺北港,7,custom_nearby_d,4324,8554,70167,52201,123743.75,-4230,12878,122368,0.10406990252032931,-0.03418354462346583,0.42184756805899287,-2985.3333333333335,-6677,-0.02349502248466148,0,0.8959300974796707,0,0.3636363636363637,-1.095100857618431,0.9586697318524964,0.03494317894843174,0,0,0.9650568210515682,0.02412512416452009,0.42184756805899287,0.6166666666666666,0.13333333333333333,TRUE,0.3666666666666667,0.6166666666666666,0.13333333333333333,高緩衝港,-3745,-3562.6666666666665,0.05714285714285714,0.8857142857142857,高緩衝港,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
202508,臺北港,8,custom_nearby_d,3206,6951,72494,54714,117768.5,-3745,10157,127208,0.0862454731103818,-0.03179967478570246,0.46458942756339766,-3562.6666666666665,-10422,-0.02896199166084339,0,0.9137545268896182,0.18181818181818185,0.7272727272727273,-1.095100857618431,0.9586697318524964,0.02722289916233967,0,0,0.9727771008376604,0.03025143961812086,0.46458942756339766,0.8857142857142857,0.05714285714285714,TRUE,0.28571428571428575,0.3428571428571428,0.2857142857142857,高緩衝港,2853,-1707.3333333333337,0.6000000000000001,0.3375,正常港,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
202509,臺北港,9,custom_nearby_d,7833,4980,72964,44288,107584.75,2853,12813,117252,0.11909680507692771,0.02651862833719463,0.4116568565712148,-1707.3333333333337,-7569,-0.01315486369065788,1,0.8809031949230722,0.7272727272727273,0.18181818181818185,-1.095100857618431,0.9586697318524964,0.07280771670706118,0.02651862833719463,0,0.9271922832929388,0.01586965934608142,0.4116568565712148,0.3375,0.6000000000000001,TRUE,0.6000000000000001,0.375,0.25,正常港,-427,-439.6666666666668,0.17777777777777778,0.5444444444444444,高緩衝港,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
202510,臺北港,10,custom_nearby_d,4013,4440,64311,51154,113001,-427,8453,115465,0.07480464774648012,-0.00377872762187945,0.4526862594136335,-439.6666666666668,-7996,-0.00301992469012909,0,0.92519535225352,0.5454545454545454,1,-1.095100857618431,0.9586697318524964,0.03551296006230033,0,0,0.9644870399376996,0.00389082102518266,0.4526862594136335,0.5444444444444444,0.17777777777777778,TRUE,0.4444444444444444,0.45555555555555555,0.3111111111111111,高緩衝港,4029,2151.6666666666665,0.8,0.21,高壓力港,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
202511,臺北港,11,custom_nearby_d,7765,3736,68329,52743,121710.5,4029,11501,121072,0.0944947231339942,0.03310314229257131,0.4333479855887537,2151.6666666666665,-3967,0.01861434766929549,1,0.9055052768660058,0.8181818181818182,0.6363636363636364,-1.095100857618431,0.9586697318524964,0.06379893271328275,0.03310314229257131,0.01767856238095042,0.9362010672867171,0,0.4333479855887537,0.21,0.8,TRUE,0.44,0.53,0,高壓力港,3800,2467.3333333333335,0.6727272727272728,0.2181818181818182,高壓力港,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
202512,臺北港,12,custom_nearby_d,8930,5130,84355,61543,148565.25,3800,14060,145898,0.0946385510743596,0.02557798677685394,0.4142489579494532,2467.3333333333335,-167,0.01830080048251526,2,0.9053614489256404,0.6363636363636364,0.5454545454545454,-1.095100857618431,0.9586697318524964,0.06010826892560676,0.02557798677685394,0.01660774194055025,0.9398917310743932,0,0.4142489579494532,0.2181818181818182,0.6727272727272728,TRUE,0.3636363636363637,0.4727272727272727,0.07272727272727274,高壓力港,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
202501,高雄港,1,custom_nearby_d,68252,54612,377368,305842,780706.5,13640,122864,683210,0.1573754029203036,0.01747135447187899,0.39175029284372553,13640,13640,0.01747135447187899,1,0.8426245970796964,0.4545454545454546,0.7272727272727273,-0.2560045942332927,0.4932347490481129,0.08742337869609129,0.01747135447187899,0.01747135447187899,0.9125766213039088,0,0.39175029284372553,0,0,FALSE,0,0,0,正常港,27384,20512,1,0.2,正常港,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202502,高雄港,2,custom_nearby_d,71397,44013,333046,277184,693319.75,27384,115410,610230,0.16645999194455371,0.03949692764413533,0.39979244785685103,20512,41024,0.02848414105800716,2,0.8335400080554463,1,0.3636363636363637,-0.2560045942332927,0.4932347490481129,0.10297845979434452,0.03949692764413533,0.02958519499841162,0.8970215402056555,0,0.39979244785685103,0.2,1,FALSE,1,0.2,0.4,正常港,25438,22154,0.5,0.25,高壓力港,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202503,高雄港,3,custom_nearby_d,81063,55625,399283,293156,791883.25,25438,136688,692439,0.17261130349707485,0.03212342223427506,0.37020103657957154,22154,66462,0.02969723478342979,3,0.8273886965029251,0.8181818181818182,0.09090909090909093,-0.2560045942332927,0.4932347490481129,0.10236736286567497,0.03212342223427506,0.0279763462606388,0.8976326371343251,0,0.37020103657957154,0.25,0.5,TRUE,0.5,0.35,0.4,高壓力港,20982,24601.333333333332,0.4666666666666667,0.4,高緩衝港,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
202504,高雄港,4,custom_nearby_d,74523,53541,366749,279789,736143,20982,128064,646538,0.17396619950199893,0.02850261430184081,0.3800742518776922,24601.333333333332,87444,0.03337432139341707,4,0.826033800498001,0.7272727272727273,0,-0.2560045942332927,0.4932347490481129,0.10123440690191989,0.02850261430184081,0.03341923149895242,0.8987655930980801,0,0.3800742518776922,0.4,0.4666666666666667,TRUE,0.8666666666666667,0.4,0.4666666666666667,高緩衝港,26882,24434,0.55,0.475,高壓力港,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
202505,高雄港,5,custom_nearby_d,69228,42346,390485,297912,760686.5,26882,111574,688397,0.14667540438801005,0.0353391311663872,0.3916357132668977,24434,114326,0.03198838923416769,5,0.8533245956119899,0.9090909090909092,0.9090909090909092,-0.2560045942332927,0.4932347490481129,0.09100726777719864,0.0353391311663872,0.03212098545195688,0.9089927322228014,0,0.3916357132668977,0.475,0.55,TRUE,0.55,0.4,0.4,高壓力港,10872,19578.666666666668,0.12000000000000002,0.6000000000000001,高緩衝港,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
202506,高雄港,6,custom_nearby_d,66615,55743,388171,305025,754069,10872,122358,693196,0.16226366552662952,0.01441777874438546,0.4045054232437615,19578.666666666668,125198,0.02608650807087115,6,0.8377363344733705,0.2727272727272727,0.6363636363636364,-0.2560045942332927,0.4932347490481129,0.08834072213550749,0.01441777874438546,0.02596402539643808,0.9116592778644924,0,0.4045054232437615,0.6000000000000001,0.12000000000000002,TRUE,0.24,0.5,0.16000000000000003,高緩衝港,14286,17346.666666666668,0.3666666666666667,0.4166666666666667,高壓力港,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
202507,高雄港,7,custom_nearby_d,67092,52806,387078,292485,731295.5,14286,119898,679563,0.16395287541082915,0.01953519473318241,0.39995460111541775,17346.666666666668,139484,0.02309736821465169,7,0.8360471245891709,0.5454545454545454,0.5454545454545454,-0.2560045942332927,0.4932347490481129,0.09174403507200578,0.01953519473318241,0.02372046138211799,0.9082559649279942,0,0.39995460111541775,0.4166666666666667,0.3666666666666667,TRUE,0.3666666666666667,0.6166666666666666,0.13333333333333333,高壓力港,12287,12481.666666666666,0.2857142857142857,0.24285714285714283,正常港,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
202508,高雄港,8,custom_nearby_d,70142,57855,387439,289330,762628,12287,127997,676769,0.1678367434712599,0.01611139375947382,0.3793854933204656,12481.666666666666,151771,0.01668812241234723,8,0.8321632565287401,0.3636363636363637,0.2727272727272727,-0.2560045942332927,0.4932347490481129,0.09197406861536686,0.01611139375947382,0.01636665145610529,0.9080259313846332,0,0.3793854933204656,0.24285714285714283,0.2857142857142857,TRUE,0.28571428571428575,0.3428571428571428,0.2857142857142857,正常港,8235,11602.666666666666,0.125,0.375,高緩衝港,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
202509,高雄港,9,custom_nearby_d,63211,54976,363063,243335,695856.25,8235,118187,606398,0.16984398717407512,0.01183434078518372,0.34969147722679794,11602.666666666666,160006,0.01582697642594665,9,0.8301560128259249,0.18181818181818185,0.18181818181818185,-0.2560045942332927,0.4932347490481129,0.09083916397962942,0.01183434078518372,0.01667394187616575,0.9091608360203706,0,0.34969147722679794,0.375,0.125,TRUE,0.6000000000000001,0.375,0.25,高緩衝港,19817,13446.333333333334,0.5555555555555556,0.2111111111111111,高壓力港,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
202510,高雄港,10,custom_nearby_d,68373,48556,359132,264526,704490.25,19817,116929,623658,0.1659767470167259,0.02812955892576228,0.3754856791843464,13446.333333333334,179823,0.01869176449013994,10,0.8340232529832741,0.6363636363636364,0.4545454545454546,-0.2560045942332927,0.4932347490481129,0.0970531529712441,0.02812955892576228,0.01908661380811634,0.902946847028756,0,0.3754856791843464,0.2111111111111111,0.5555555555555556,TRUE,0.4444444444444444,0.45555555555555555,0.3111111111111111,高壓力港,1254,9768.666666666666,0,0.54,高緩衝港,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
202511,高雄港,11,custom_nearby_d,50592,49338,359557,261664,697826.25,1254,99930,621221,0.14320183570050568,0.00179700892593249,0.37497013045869226,9768.666666666666,181077,0.01392030287895949,11,0.8567981642994943,0,1,-0.2560045942332927,0.4932347490481129,0.07249942231321908,0.00179700892593249,0.0139987090864906,0.927500577686781,0,0.37497013045869226,0.54,0,TRUE,0.44,0.53,0,高緩衝港,1977,7682.666666666666,0.07272727272727274,0.4727272727272727,高緩衝港,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
202512,高雄港,12,custom_nearby_d,61529,59552,417202,283437,776950.5,1977,121081,700639,0.15584133094708091,0.0025445636498078,0.36480702438572343,7682.666666666666,183054,0.01082371050050085,12,0.844158669052919,0.09090909090909093,0.8181818181818182,-0.2560045942332927,0.4932347490481129,0.07919294729844437,0.0025445636498078,0.00988823183287309,0.9208070527015556,0,0.36480702438572343,0.4727272727272727,0.07272727272727274,TRUE,0.3636363636363637,0.4727272727272727,0.07272727272727274,高緩衝港,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA
202501,基隆港,1,custom_nearby_e,1339,38704,81209,18122,128813.75,-37365,40043,99331,0.3108596714248285,-0.29006996535695917,0.1406837391194651,-37365,-37365,-0.29006996535695917,0,0.6891403285751715,0,0,-2.4615612328441068,-2.030042034151811,0.01039485303393465,0,0,0.9896051469660654,0.29006996535695917,0.1406837391194651,0,0,FALSE,0,0,0,正常港,-19090,-28227.5,0.3,0.25,正常港,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202502,基隆港,2,custom_nearby_e,1671,20761,68084,19435,104992.75,-19090,22432,87519,0.21365284745851496,-0.1818220781911132,0.18510801936324175,-28227.5,-56455,-0.23594602177403615,0,0.786347152541485,0.9090909090909092,0.8181818181818182,-2.4615612328441068,-2.030042034151811,0.0159153846337009,0,0,0.9840846153662992,0.26885189691669187,0.18510801936324175,0.25,0.3,FALSE,1,0.25,0.3,正常港,-29756,-28737,0.3,0.125,正常港,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202503,基隆港,3,custom_nearby_e,2840,32596,91951,21451,136081.75,-29756,35436,113402,0.26040229494403183,-0.2186626788676659,0.1576331874038951,-28737,-86211,-0.23018490747191275,0,0.7395977050559682,0.3636363636363637,0.2727272727272727,-2.4615612328441068,-2.030042034151811,0.02086980803818293,0,0,0.979130191961817,0.21117453295537425,0.1576331874038951,0.125,0.3,TRUE,0.5,0.325,0.3,正常港,-27644,-25496.666666666668,0.1,0.43333333333333335,高緩衝港,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
202504,基隆港,4,custom_nearby_e,1860,29504,89606,23537,139028.75,-27644,31364,113143,0.2255936272173921,-0.19883657157242657,0.16929591900955737,-25496.666666666668,-113855,-0.1997737762104019,0,0.7744063727826079,0.6363636363636364,0.7272727272727273,-2.4615612328441068,-2.030042034151811,0.01337852782248276,0,0,0.9866214721775172,0.1833913249357897,0.16929591900955737,0.43333333333333335,0.1,TRUE,0.8666666666666667,0.35,0.5333333333333333,高緩衝港,-31320,-29573.333333333332,0.3,0.15,正常港,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
202505,基隆港,5,custom_nearby_e,2999,34319,87370,20645,141255.5,-31320,37318,108015,0.2641879431243385,-0.22172587970025945,0.14615360109871828,-29573.333333333332,-145175,-0.21307504338011732,0,0.7358120568756614,0.18181818181818185,0.18181818181818185,-2.4615612328441068,-2.030042034151811,0.02123103171203953,0,0,0.9787689682879605,0.20936057947006192,0.14615360109871828,0.15,0.3,TRUE,0.6000000000000001,0.375,0.3,正常港,-28577,-29180.333333333332,0.18,0.52,正常港,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
202506,基隆港,6,custom_nearby_e,2296,30873,87276,22312,136769.5,-28577,33169,109588,0.2425175203535876,-0.2089427832959834,0.163135786853063,-29180.333333333332,-173752,-0.2098350781895565,0,0.7574824796464124,0.5454545454545454,0.4545454545454546,-2.4615612328441068,-2.030042034151811,0.01678736852880211,0,0,0.983212631471198,0.21335409819684456,0.163135786853063,0.52,0.18,TRUE,0.18,0.52,0.12,正常港,-28870,-29589,0,0.7166666666666667,高緩衝港,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
202507,基隆港,7,custom_nearby_e,1380,30250,86974,20893,135946.75,-28870,31630,107867,0.23266462787819495,-0.21236256107630375,0.15368517452605523,-29589,-202622,-0.21434374135751552,0,0.767335372121805,0.4545454545454546,0.6363636363636364,-2.4615612328441068,-2.030042034151811,0.01015103340094559,0,0,0.9898489665990544,0.21765139659462251,0.15368517452605523,0.7166666666666667,0,TRUE,0.3333333333333333,0.6,0.1,高緩衝港,-30665,-29370.666666666668,0.21428571428571427,0.3571428571428571,高緩衝港,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
202508,基隆港,8,custom_nearby_e,2430,33095,90360,22389,139112,-30665,35525,112749,0.25536977399505434,-0.22043389499108632,0.16094226234976133,-29370.666666666668,-233287,-0.21391307978779112,0,0.7446302260049457,0.2727272727272727,0.3636363636363637,-2.4615612328441068,-2.030042034151811,0.01746793950198401,0,0,0.982532060498016,0.2111296413441448,0.16094226234976133,0.3571428571428571,0.21428571428571427,TRUE,0.22857142857142856,0.3571428571428571,0.21428571428571427,高緩衝港,-32712,-30749,0.1875,0.4125,高緩衝港,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
