ym,ds,port,full_container_count,empty_container_count,total_container_count,full_container_teu_est,empty_container_teu_est,total_container_teu_est,out_teu,total_teu,in_teu,empty_share_count,full_share_count,empty_share_teu_est,full_share_teu_est,direction_balance_teu,direction_balance_rate
202101,2021-01-01,臺中港,94701,20415,115116,142529,29559,172088,NA,NA,NA,0.17734285416449494,0.8226571458355051,0.171766770489517,0.8282332295104831,NA,NA
202102,2021-02-01,臺中港,75142,14879,90021,113857.25,21689,135546.25,NA,NA,NA,0.16528365603581385,0.8347163439641861,0.1600118040890102,0.8399881959109898,NA,NA
202103,2021-03-01,臺中港,93160,19505,112665,140118.5,29720.75,169839.25,NA,NA,NA,0.1731238627790352,0.8268761372209648,0.17499341288895234,0.8250065871110477,NA,NA
202104,2021-04-01,臺中港,91280,18853,110133,138302.25,28212.25,166514.5,NA,NA,NA,0.17118393215475833,0.8288160678452416,0.1694281879355852,0.8305718120644148,NA,NA
202105,2021-05-01,臺中港,94733,18122,112855,144465.25,27341.25,171806.5,NA,NA,NA,0.16057773248859156,0.8394222675114085,0.15913978807553847,0.8408602119244615,NA,NA
202106,2021-06-01,臺中港,87138,19225,106363,132760,29529.75,162289.75,NA,NA,NA,0.1807489446518056,0.8192510553481944,0.1819569627779943,0.8180430372220057,NA,NA
202107,2021-07-01,臺中港,93061,16826,109887,142102,26523,168625,NA,NA,NA,0.15312093332241303,0.846879066677587,0.15728984432913268,0.8427101556708673,NA,NA
202108,2021-08-01,臺中港,95325,18897,114222,145110.25,28321.25,173431.5,NA,NA,NA,0.16544098334821664,0.8345590166517833,0.16329934296826124,0.8367006570317388,NA,NA
202109,2021-09-01,臺中港,85312,16543,101855,129900,25901.25,155801.25,NA,NA,NA,0.16241716165136713,0.8375828383486329,0.1662454569523672,0.8337545430476329,NA,NA
202110,2021-10-01,臺中港,90624,21018,111642,138038.25,33197.5,171235.75,NA,NA,NA,0.18826248186166497,0.8117375181383351,0.1938701468589357,0.8061298531410643,NA,NA
202111,2021-11-01,臺中港,87448,16723,104171,133963.75,25838.5,159802.25,NA,NA,NA,0.16053412178053392,0.839465878219466,0.16169046430823095,0.838309535691769,NA,NA
202112,2021-12-01,臺中港,93253,19080,112333,142637.5,29677,172314.5,NA,NA,NA,0.1698521360597509,0.8301478639402491,0.1722257848294833,0.8277742151705167,NA,NA
202201,2022-01-01,臺中港,82225,18579,100804,126539.5,29663.75,156203.25,NA,NA,NA,0.18430816237450895,0.815691837625491,0.18990481952200097,0.810095180477999,NA,NA
202202,2022-02-01,臺中港,75855,12219,88074,115730.75,19424,135154.75,NA,NA,NA,0.13873560869269025,0.8612643913073098,0.14371673951525937,0.8562832604847407,NA,NA
202203,2022-03-01,臺中港,89722,21970,111692,136663.5,33575.75,170239.25,NA,NA,NA,0.1967016438061813,0.8032983561938187,0.19722684398574358,0.8027731560142564,NA,NA
202204,2022-04-01,臺中港,83148,19225,102373,126528.75,29427.75,155956.5,NA,NA,NA,0.1877936565305305,0.8122063434694695,0.18869203912629484,0.8113079608737052,NA,NA
202205,2022-05-01,臺中港,87785,17521,105306,133750,27327.75,161077.75,NA,NA,NA,0.16638178261447592,0.8336182173855241,0.1696556476608346,0.8303443523391654,NA,NA
202206,2022-06-01,臺中港,83609,17257,100866,127976.5,26870,154846.5,NA,NA,NA,0.1710883746753118,0.8289116253246882,0.173526686105272,0.826473313894728,NA,NA
202207,2022-07-01,臺中港,86245,13995,100240,131930,21581.75,153511.75,NA,NA,NA,0.13961492418196328,0.8603850758180367,0.14058695832729418,0.8594130416727058,NA,NA
202208,2022-08-01,臺中港,80115,15196,95311,123811.25,24537.5,148348.75,NA,NA,NA,0.15943595177891323,0.8405640482210868,0.16540415743307577,0.8345958425669242,NA,NA
202209,2022-09-01,臺中港,67955,16730,84685,103748.25,26545,130293.25,NA,NA,NA,0.1975556473991852,0.8024443526008148,0.20373273366041603,0.796267266339584,NA,NA
202210,2022-10-01,臺中港,68688,16404,85092,103229.75,25589.25,128819,NA,NA,NA,0.19277957974897758,0.8072204202510225,0.19864499802047836,0.8013550019795217,NA,NA
202211,2022-11-01,臺中港,79468,18265,97733,121183.75,28019.5,149203.25,NA,NA,NA,0.18688672198745562,0.8131132780125444,0.18779416668202603,0.812205833317974,NA,NA
202212,2022-12-01,臺中港,77028,14914,91942,118488.75,23222.25,141711,NA,NA,NA,0.1622109590829001,0.8377890409170999,0.16387048288417977,0.8361295171158202,NA,NA
202301,2023-01-01,臺中港,60479,14530,75009,92007.5,22334,114341.5,NA,NA,NA,0.1937100881227586,0.8062899118772414,0.1953271559320107,0.8046728440679893,NA,NA
202302,2023-02-01,臺中港,69555,14444,83999,105877.5,22358,128235.5,NA,NA,NA,0.1719544280289051,0.8280455719710949,0.17435109622530423,0.8256489037746958,NA,NA
202303,2023-03-01,臺中港,77487,14651,92138,118283,22094,140377,NA,NA,NA,0.15901148277583624,0.8409885172241638,0.15739045570143256,0.8426095442985674,NA,NA
202304,2023-04-01,臺中港,72728,12291,85019,111087.5,19381.5,130469,NA,NA,NA,0.14456768487044072,0.8554323151295593,0.14855252971970354,0.8514474702802964,NA,NA
202305,2023-05-01,臺中港,72976,14137,87113,112141,22022.25,134163.25,NA,NA,NA,0.162283470894126,0.837716529105874,0.16414517388331007,0.8358548261166899,NA,NA
202306,2023-06-01,臺中港,72116,11346,83462,111834.75,18891,130725.75,NA,NA,NA,0.13594210538927895,0.864057894610721,0.1445086373572154,0.8554913626427846,NA,NA
202307,2023-07-01,臺中港,72364,13613,85977,111456.75,21661.25,133118,NA,NA,NA,0.15833304255789338,0.8416669574421066,0.16272217130666025,0.8372778286933398,NA,NA
202308,2023-08-01,臺中港,78289,14419,92708,120427.25,22439,142866.25,NA,NA,NA,0.15553134573068128,0.8444686542693187,0.1570629872345638,0.8429370127654362,NA,NA
202309,2023-09-01,臺中港,75689,13043,88732,116673.75,20719.75,137393.5,NA,NA,NA,0.1469931929856196,0.8530068070143804,0.15080589693107752,0.8491941030689225,NA,NA
202310,2023-10-01,臺中港,73051,13329,86380,113354.25,21316,134670.25,NA,NA,NA,0.15430655244269506,0.8456934475573049,0.15828291697683786,0.8417170830231622,NA,NA
202311,2023-11-01,臺中港,74385,16008,90393,114988.25,25445,140433.25,NA,NA,NA,0.17709335899903753,0.8229066410009624,0.18118928387685965,0.8188107161231404,NA,NA
202312,2023-12-01,臺中港,79086,14101,93187,121534.25,21871.25,143405.5,NA,NA,NA,0.15131939004367562,0.8486806099563243,0.15251332759203795,0.847486672407962,NA,NA
202401,2024-01-01,臺中港,80260,12744,93004,123812.25,20403.5,144215.75,74059,144216,70157,0.13702636445744268,0.8629736355425573,0.14147899934646527,0.8585210006535348,-3902,-0.02705663726632274
202402,2024-02-01,臺中港,58812,12315,71127,90783.5,19529.5,110313,55711,110313,54602,0.17314100130752036,0.8268589986924797,0.17703715790523328,0.8229628420947667,-1109,-0.010053212223400687
202403,2024-03-01,臺中港,83437,14914,98351,127372.5,25150.25,152522.75,76637,152523,75886,0.1516405527142581,0.8483594472857419,0.16489507303008896,0.835104926969911,-751,-0.004923847550861182
202404,2024-04-01,臺中港,74589,12525,87114,113720.25,19862.75,133583,65559,133583,68024,0.1437771196363386,0.8562228803636615,0.14869219885763907,0.8513078011423609,2465,0.01845294685701025
202405,2024-05-01,臺中港,76190,12501,88691,115795.75,20598.75,136394.5,69723,136395,66671,0.14095004002660924,0.8590499599733907,0.15102331838893798,0.848976681611062,-3052,-0.02237618681036695
202406,2024-06-01,臺中港,80336,12604,92940,123840.25,21650,145490.25,72351,145490,73140,0.13561437486550462,0.86438562513449535,0.14880722247710756,0.8511927775228925,789,0.005423053130799368
202407,2024-07-01,臺中港,72347,15382,87729,111072,24781.75,135853.75,66571,135854,69283,0.17533540790388583,0.8246645920961142,0.18241491309588437,0.8175850869041157,2712,0.019962606916248325
202408,2024-08-01,臺中港,75012,13942,88954,114394.25,22141,136535.25,68278,136535,68257,0.15673269330215617,0.8432673066978438,0.1621632508820982,0.8378367491179017,-21,-1.5380671622660855e-4
202409,2024-09-01,臺中港,65595,13667,79262,99506.25,21055.25,120561.5,60201,120562,60361,0.17242814968080544,0.8275718503191946,0.1746432318775065,0.8253567681224935,160,0.0013271179973789419
202410,2024-10-01,臺中港,62595,11860,74455,95509.25,19156,114665.25,56740,114665,57926,0.15929084682022698,0.840709153179773,0.16706020350542122,0.8329397964945788,1186,0.010343173592639428
202411,2024-11-01,臺中港,74191,14270,88461,113399.25,24129,137528.25,68755,137528,68773,0.16131402538971976,0.8386859746102803,0.17544758985881082,0.8245524101411892,18,1.308824384852539e-4
202412,2024-12-01,臺中港,78781,14956,93737,121094.75,24714,145808.75,70453,145809,75356,0.15955279132039643,0.8404472086796035,0.16949600075441287,0.8305039992455872,4903,0.033626182197258055
202501,2025-01-01,臺中港,68491,13247,81738,106843,22242,129085,61897,129085,67188,0.16206660304876558,0.8379333969512345,0.17230507030251385,0.8276949296974861,5291,0.040988495952279505
202502,2025-02-01,臺中港,60706,9098,69804,93043.5,15278.25,108321.75,57637,108322,50685,0.13033637040857257,0.8696636295914274,0.1410450809740426,0.8589549190259574,-6952,-0.0641790218053581
202503,2025-03-01,臺中港,78776,12356,91132,121080.5,19222.25,140302.75,71242,140303,69061,0.1355835491375148,0.8644164508624852,0.13700551129610788,0.8629944887038922,-2181,-0.015544927763483318
202504,2025-04-01,臺中港,72401,14128,86529,110528.5,23543,134071.5,66799,134072,67273,0.16327474026049071,0.8367252597395093,0.17560033265832037,0.8243996673416796,474,0.0035354138075064144
202505,2025-05-01,臺中港,77811,15346,93157,117729,25696.5,143425.5,71702,143426,71724,0.16473265562437606,0.835267344375624,0.17916270119330244,0.8208372988066975,22,1.533892041889197e-4
202506,2025-06-01,臺中港,76224,13503,89727,117004.25,22284.25,139288.5,71288,139289,68001,0.15048981911799125,0.8495101808820088,0.1599862874537381,0.8400137125462619,-3287,-0.023598417678352204
202507,2025-07-01,臺中港,69778,13847,83625,106786.25,22387,129173.25,62906,129173,66268,0.1655844544095665,0.8344155455904335,0.17330987646436086,0.8266901235356392,3362,0.02602711092875446
202508,2025-08-01,臺中港,77649,12719,90368,119341.25,20102.75,139444,70551,139444,68893,0.1407467245042493,0.8592532754957507,0.14416360689595822,0.8558363931040418,-1658,-0.01189007773729956
202509,2025-09-01,臺中港,69636,11996,81632,107362.5,19285.25,126647.75,62263,126648,64385,0.14695217561740495,0.8530478243825951,0.15227471471068377,0.8477252852893162,2122,0.016755100751689723
202510,2025-10-01,臺中港,68705,11834,80539,105492.75,18871.75,124364.5,62355,124365,62009,0.14693502526726182,0.8530649747327381,0.15174547398976396,0.848254526010236,-346,-0.002782133236843163
202511,2025-11-01,臺中港,71241,12418,83659,109564.25,19924.25,129488.5,62887,129489,66602,0.14843591245412927,0.8515640875458708,0.15386887638670615,0.8461311236132938,3715,0.028689695649823536
202512,2025-12-01,臺中港,78389,15389,93778,121601,25547.25,147148.25,73726,147148,73423,0.16410032203715158,0.8358996779628485,0.1736157242780665,0.8263842757219335,-303,-0.002059151330633104
202601,2026-01-01,臺中港,73760,12292,86052,113217.5,20407.75,133625.25,67562,133625,66064,0.14284386185097384,0.8571561381490261,0.1527237554279599,0.8472762445720401,-1498,-0.011210477081384472
202602,2026-02-01,臺中港,55223,10440,65663,85728.25,17225,102953.25,52423,102953,50531,0.15899364939159039,0.8410063506084096,0.16730894847904268,0.8326910515209573,-1892,-0.01837731780521209
202603,2026-03-01,臺中港,76705,13059,89764,118358.75,22032,140390.75,73125,140391,67266,0.14548148478231807,0.854518515217682,0.1569334161972922,0.8430665838027078,-5859,-0.04173344445156741
202604,2026-04-01,臺中港,72823,11314,84137,111509,18140.25,129649.25,63072,129649,66578,0.13447116013168997,0.86552883986831,0.13991789385592282,0.8600821061440772,3506,0.027042244830272504
202101,2021-01-01,臺北港,88751,19590,108341,135256,31645,166901,NA,NA,NA,0.18081797288191911,0.8191820271180809,0.18960341759486163,0.8103965824051383,NA,NA
202102,2021-02-01,臺北港,78717,14898,93615,120484.5,22297.5,142782,NA,NA,NA,0.15914116327511615,0.8408588367248838,0.15616464260200866,0.8438353573979913,NA,NA
202103,2021-03-01,臺北港,95652,15689,111341,147327.75,27056.25,174384,NA,NA,NA,0.14090945833071375,0.8590905416692862,0.1551532824112304,0.8448467175887696,NA,NA
202104,2021-04-01,臺北港,96318,17534,113852,150861.25,29828.5,180689.75,NA,NA,NA,0.15400695639953624,0.8459930436004638,0.16508130649358915,0.8349186935064109,NA,NA
202105,2021-05-01,臺北港,98757,15389,114146,155053.75,24054.75,179108.5,NA,NA,NA,0.13481856569656406,0.865181434303436,0.1343026712858407,0.8656973287141593,NA,NA
202106,2021-06-01,臺北港,91082,17768,108850,143924,29095,173019,NA,NA,NA,0.16323380799265044,0.8367661920073496,0.16816072223281836,0.8318392777671816,NA,NA
202107,2021-07-01,臺北港,91915,14691,106606,145923.5,25443.25,171366.75,NA,NA,NA,0.13780650244826745,0.8621934975517326,0.14847250122908906,0.8515274987709109,NA,NA
202108,2021-08-01,臺北港,85628,11902,97530,136834.5,20664.5,157499,NA,NA,NA,0.1220342458730647,0.8779657541269353,0.13120400764449297,0.868795992355507,NA,NA
202109,2021-09-01,臺北港,92812,15589,108401,147572,25064,172636,NA,NA,NA,0.14380863645169326,0.8561913635483067,0.14518408674899788,0.8548159132510021,NA,NA
202110,2021-10-01,臺北港,84848,15499,100347,134257.75,26877.75,161135.5,NA,NA,NA,0.15445404446570402,0.845545955534296,0.16680216339664444,0.8331978366033556,NA,NA
202111,2021-11-01,臺北港,85492,16718,102210,138682.75,28351.5,167034.25,NA,NA,NA,0.16356520888367088,0.8364347911163291,0.16973465022892012,0.8302653497710799,NA,NA
202112,2021-12-01,臺北港,86604,14057,100661,139713,22863.5,162576.5,NA,NA,NA,0.13964693376779488,0.8603530662322051,0.1406322561993892,0.8593677438006108,NA,NA
202201,2022-01-01,臺北港,77905,12986,90891,125674.75,21906.75,147581.5,NA,NA,NA,0.1428744320119704,0.8571255679880296,0.14843832052120354,0.8515616794787965,NA,NA
202202,2022-02-01,臺北港,69378,11233,80611,111912.75,19314.75,131227.5,NA,NA,NA,0.1393482279093424,0.8606517720906576,0.14718523175401496,0.852814768245985,NA,NA
202203,2022-03-01,臺北港,77449,16431,93880,123330,29410,152740,NA,NA,NA,0.17502130379207498,0.824978696207925,0.19254943040460915,0.8074505695953909,NA,NA
202204,2022-04-01,臺北港,83804,16515,100319,134957.75,27680.5,162638.25,NA,NA,NA,0.1646248467389029,0.8353751532610971,0.17019674031170404,0.8298032596882959,NA,NA
202205,2022-05-01,臺北港,82194,17510,99704,131414.75,28840,160254.75,NA,NA,NA,0.1756198347107438,0.8243801652892562,0.17996346442149141,0.8200365355785086,NA,NA
202206,2022-06-01,臺北港,76168,15568,91736,121651.75,25518.25,147170,NA,NA,NA,0.169704369059039,0.830295630940961,0.17339301488075015,0.8266069851192498,NA,NA
202207,2022-07-01,臺北港,79434,17746,97180,127334.75,29706,157040.75,NA,NA,NA,0.18260959045071,0.81739040954929,0.1891610935378238,0.8108389064621763,NA,NA
202208,2022-08-01,臺北港,70569,20999,91568,113463.75,37408,150871.75,NA,NA,NA,0.22932683907041762,0.7706731609295824,0.2479456889709306,0.7520543110290694,NA,NA
202209,2022-09-01,臺北港,64202,18358,82560,103428.75,30514.25,133943,NA,NA,NA,0.222359496124031,0.777640503875969,0.227815190043526,0.772184809956474,NA,NA
202210,2022-10-01,臺北港,70531,17892,88423,113269.5,29439.75,142709.25,NA,NA,NA,0.2023455435802902,0.7976544564197098,0.20629181360002943,0.7937081863999705,NA,NA
202211,2022-11-01,臺北港,77489,18048,95537,125766.5,30954.5,156721,NA,NA,NA,0.1889111025047887,0.8110888974952113,0.19751341556013552,0.8024865844398644,NA,NA
202212,2022-12-01,臺北港,75205,15081,90286,122401.25,24698.75,147100,NA,NA,NA,0.16703586381055757,0.8329641361894424,0.16790448674371175,0.8320955132562883,NA,NA
202301,2023-01-01,臺北港,66904,18290,85194,109278,31805.75,141083.75,NA,NA,NA,0.21468648026856352,0.7853135197314365,0.22543879078915893,0.774561209210841,NA,NA
202302,2023-02-01,臺北港,70368,15579,85947,114108.75,27341.25,141450,NA,NA,NA,0.18126287130440852,0.8187371286955915,0.19329268292682927,0.8067073170731708,NA,NA
202303,2023-03-01,臺北港,79119,14555,93674,128142.75,24721.5,152864.25,NA,NA,NA,0.15537929414778914,0.8446207058522108,0.1617219199387692,0.8382780800612308,NA,NA
202304,2023-04-01,臺北港,77551,14502,92053,126995,23258.25,150253.25,NA,NA,NA,0.15753967822884643,0.8424603217711536,0.15479365670958864,0.8452063432904113,NA,NA
202305,2023-05-01,臺北港,78549,14315,92864,129400,24285.75,153685.75,NA,NA,NA,0.15415015506547208,0.8458498449345279,0.15802213282623795,0.841977867173762,NA,NA
202306,2023-06-01,臺北港,69385,12035,81420,112046.25,20876.25,132922.5,NA,NA,NA,0.1478138049619258,0.8521861950380741,0.15705580319359025,0.8429441968064098,NA,NA
202307,2023-07-01,臺北港,71294,13495,84789,113112.25,22983.75,136096,NA,NA,NA,0.15915979667173807,0.8408402033282619,0.1688789530919351,0.8311210469080649,NA,NA
202308,2023-08-01,臺北港,71018,9079,80097,112242.75,15729.5,127972.25,NA,NA,NA,0.11335006304855363,0.8866499369514463,0.12291336598364098,0.877086634016359,NA,NA
202309,2023-09-01,臺北港,67399,7429,74828,104972,11382.5,116354.5,NA,NA,NA,0.09928101780082323,0.9007189821991768,0.09782604024769133,0.9021739597523086,NA,NA
202310,2023-10-01,臺北港,66444,9168,75612,103353.5,15354,118707.5,NA,NA,NA,0.121250595143628,0.878749404856372,0.12934313333192932,0.8706568666680706,NA,NA
202311,2023-11-01,臺北港,68062,9626,77688,106236.25,16747.75,122984,NA,NA,NA,0.12390587992997631,0.8760941200700236,0.13617828335393223,0.8638217166460678,NA,NA
202312,2023-12-01,臺北港,69804,8506,78310,108888.75,14451.25,123340,NA,NA,NA,0.10861958881368919,0.8913804111863108,0.11716596400194584,0.8828340359980542,NA,NA
202401,2024-01-01,臺北港,70859,9479,80338,110046.25,16278.75,126325,65691,126325,60634,0.11798899648983047,0.8820110035101696,0.12886404116366515,0.8711359588363349,-5057,-0.040031664357807244
202402,2024-02-01,臺北港,53540,7517,61057,82855.75,11895,94750.75,48964,94751,45787,0.12311446680970241,0.8768855331902976,0.12553990337807353,0.8744600966219265,-3177,-0.033529989129402325
202403,2024-03-01,臺北港,67420,10227,77647,105168.75,17258.25,122427,61377,122427,61050,0.13171146341777532,0.8682885365822247,0.14096767869832635,0.8590323213016736,-327,-0.0026709794408096253
202404,2024-04-01,臺北港,61099,10063,71162,95449.75,16695.5,112145.25,55821,112145,56324,0.1414097411539867,0.8585902588460134,0.14887389345513966,0.8511261065448603,503,0.0044852646127781
202405,2024-05-01,臺北港,68711,8279,76990,107742.75,14279.25,122022,61665,122022,60358,0.1075334459020652,0.89246655409793485,0.1170219304715543,0.8829780695284457,-1307,-0.010711183229253742
202406,2024-06-01,臺北港,69767,7944,77711,109054.75,13037.75,122092.5,62276,122093,59817,0.10222491024436695,0.897775089755633,0.10678583860597497,0.893214161394025,-2459,-0.020140384788644723
202407,2024-07-01,臺北港,64825,8140,72965,101543.5,13017.25,114560.75,54186,114561,60375,0.11156033714794765,0.8884396628520523,0.1136274858535755,0.8863725141464245,6189,0.05402362060387043
202408,2024-08-01,臺北港,75760,7583,83343,119018,13356.5,132374.5,68789,132375,63586,0.09098544568830015,0.9090145543116999,0.10089934239600527,0.8991006576039947,-5203,-0.03930500472143532
202409,2024-09-01,臺北港,64558,7825,72383,102155.5,13149,115304.5,57138,115305,58167,0.10810549438404045,0.8918945056159595,0.114037179815185,0.885962820184815,1029,0.008924157668791467
202410,2024-10-01,臺北港,60511,8801,69312,95607.75,15464.25,111072,55832,111072,55240,0.1269765697137581,0.873023430286242,0.13922725799481417,0.8607727420051858,-592,-0.005329876116392971
202411,2024-11-01,臺北港,72171,11417,83588,112695.75,20730.5,133426.25,66586,133426,66840,0.13658659137675264,0.8634134086232473,0.15537047619939853,0.8446295238006014,254,0.0019036769445235561
202412,2024-12-01,臺北港,71699,11767,83466,113202,20103.75,133305.75,66540,133306,66766,0.14097956053962094,0.8590204394603791,0.15080932367883607,0.849190676321164,226,0.0016953475462469806
202501,2025-01-01,臺北港,64475,9414,73889,102306,15629,117935,63446,117935,54489,0.12740732720702674,0.8725926727929733,0.13252215203289947,0.8674778479671005,-8957,-0.07594861576292025
202502,2025-02-01,臺北港,52927,9630,62557,83770.5,16386.75,100157.25,51368,100157,48790,0.15393960707834456,0.8460603929216555,0.1636102229244513,0.8363897770755487,-2578,-0.025739588845512546
202503,2025-03-01,臺北港,71273,10768,82041,113038.5,18905.75,131944.25,66449,131944,65495,0.1312514474470082,0.8687485525529918,0.1432858953686879,0.856714104631312,-954,-0.007230340144303644
202504,2025-04-01,臺北港,64777,11555,76332,101726.75,19004.5,120731.25,60768,120731,59964,0.1513781900120526,0.8486218099879473,0.15741160635709478,0.8425883936429052,-804,-0.006659432954253672
202505,2025-05-01,臺北港,68373,13419,81792,108343,22381.75,130724.75,65597,130725,65128,0.1640625,0.8359375,0.17121279635264172,0.8287872036473583,-469,-0.0035876840696117806
202506,2025-06-01,臺北港,68810,11704,80514,109659.5,20132,129791.5,66256,129792,63536,0.1453660233002956,0.8546339766997044,0.15511031153812074,0.8448896884618793,-2720,-0.020956607495069033
202507,2025-07-01,臺北港,65608,11331,76939,103897.5,19846.25,123743.75,64390,123744,59354,0.14727251458947999,0.85272748541052,0.16038183746653872,0.8396181625334613,-5036,-0.040696922679079386
202508,2025-08-01,臺北港,65137,8796,73933,102427,15341.5,117768.5,60359,117769,57409,0.11897258328486603,0.881027416715134,0.13026828056738432,0.8697317194326157,-2950,-0.02504903667348793
202509,2025-09-01,臺北港,58015,9577,67592,90655.75,16929,107584.75,53401,107585,54184,0.1416883654870399,0.8583116345129601,0.15735501546455236,0.8426449845354477,783,0.007277966259236882
202510,2025-10-01,臺北港,62479,8325,70804,99010.75,13990.25,113001,58169,113001,54833,0.11757810293203774,0.8824218970679623,0.12380642649180096,0.876193573508199,-3336,-0.02952186263838373
202511,2025-11-01,臺北港,64853,11017,75870,103549.5,18161,121710.5,62594,121711,59117,0.14520890997759325,0.8547910900224067,0.1492147349653481,0.8507852650346519,-3477,-0.028567672601490415
202512,2025-12-01,臺北港,79423,12317,91740,128184.5,20380.75,148565.25,74783,148565,73782,0.1342598648354044,0.8657401351645956,0.13718383000062262,0.8628161699993774,-1001,-0.006737791539056979
202601,2026-01-01,臺北港,73197,12192,85389,116298.75,21527.5,137826.25,71620,137826,66206,0.1427818571478762,0.8572181428521238,0.15619303289467718,0.8438069671053229,-5414,-0.03928141279584404
202602,2026-02-01,臺北港,59281,8671,67952,93883.75,14879.5,108763.25,57931,108763,50833,0.12760477984459617,0.8723952201554038,0.13680632014949903,0.863193679850501,-7098,-0.06526116418267242
202603,2026-03-01,臺北港,77632,14200,91832,123379.25,24076.25,147455.5,76697,147456,70759,0.15463019426779337,0.8453698057322067,0.16327807372393704,0.8367219262760629,-5938,-0.04026963975694445
202604,2026-04-01,臺北港,67249,11390,78639,106290.25,19837.5,126127.75,65357,126128,60771,0.14483907475934332,0.8551609252406567,0.15728101072127268,0.8427189892787273,-4586,-0.036359888367372827
202101,2021-01-01,高雄港,467293,72774,540067,722375.75,110726,833101.75,NA,NA,NA,0.13474994769167528,0.8652500523083247,0.13290813517076397,0.8670918648292361,NA,NA
202102,2021-02-01,高雄港,410589,69441,480030,637039.25,101488.5,738527.75,NA,NA,NA,0.144659708768202,0.855340291231798,0.1374200224703811,0.8625799775296189,NA,NA
202103,2021-03-01,高雄港,481483,76047,557530,745838.75,118652.75,864491.5,NA,NA,NA,0.13639983498645813,0.8636001650135419,0.13725149408640802,0.862748505913592,NA,NA
202104,2021-04-01,高雄港,461096,70303,531399,713296.75,107904.5,821201.25,NA,NA,NA,0.13229795313879025,0.8677020468612098,0.1313983630687362,0.8686016369312638,NA,NA
202105,2021-05-01,高雄港,477212,71757,548969,743442.5,105864.5,849307,NA,NA,NA,0.13071229887297825,0.8692877011270217,0.12464809544722932,0.8753519045527707,NA,NA
202106,2021-06-01,高雄港,464282,75633,539915,724814,114411.25,839225.25,NA,NA,NA,0.14008316123834308,0.8599168387616569,0.13632960876713374,0.8636703912328663,NA,NA
202107,2021-07-01,高雄港,470756,67300,538056,733837,101233.25,835070.25,NA,NA,NA,0.12507991733202492,0.874920082667975,0.12122722609265509,0.8787727739073449,NA,NA
202108,2021-08-01,高雄港,468718,64632,533350,734271.5,97395.75,831667.25,NA,NA,NA,0.12118121308709102,0.8788187869129089,0.11710903609586647,0.8828909639041336,NA,NA
202109,2021-09-01,高雄港,452093,63026,515119,709541.5,99666,809207.5,NA,NA,NA,0.12235231082526561,0.8776476891747343,0.12316494842175832,0.8768350515782417,NA,NA
202110,2021-10-01,高雄港,454484,66413,520897,707340.75,102666.75,810007.5,NA,NA,NA,0.1274973747209141,0.8725026252790858,0.12674790048240295,0.8732520995175971,NA,NA
202111,2021-11-01,高雄港,455469,72081,527550,714595.75,111183,825778.75,NA,NA,NA,0.13663349445550185,0.8633665055444981,0.13464018055683802,0.865359819443162,NA,NA
202112,2021-12-01,高雄港,460730,56041,516771,720154.25,86698.5,806852.75,NA,NA,NA,0.10844455280965844,0.8915554471903415,0.10745269195649391,0.8925473080435061,NA,NA
202201,2022-01-01,高雄港,458235,67588,525823,725243,102090.5,827333.5,NA,NA,NA,0.1285375497077914,0.8714624502922086,0.12339703396514223,0.8766029660348578,NA,NA
202202,2022-02-01,高雄港,396191,59016,455207,623636,92805.25,716441.25,NA,NA,NA,0.12964651246575734,0.8703534875342427,0.1295364414039532,0.8704635585960467,NA,NA
202203,2022-03-01,高雄港,480516,70639,551155,757126.25,104699,861825.25,NA,NA,NA,0.12816539811849662,0.8718346018815034,0.12148518507667302,0.878514814923327,NA,NA
202204,2022-04-01,高雄港,446978,67522,514500,705721.5,102533.5,808255,NA,NA,NA,0.13123809523809524,0.8687619047619047,0.12685786045245623,0.8731421395475438,NA,NA
202205,2022-05-01,高雄港,439770,67465,507235,691187.25,105246.25,796433.5,NA,NA,NA,0.1330054116928051,0.8669945883071949,0.13214694007723182,0.8678530599227682,NA,NA
202206,2022-06-01,高雄港,478376,70693,549069,761588,110047.25,871635.25,NA,NA,NA,0.12875066703820467,0.8712493329617953,0.1262537856287937,0.8737462143712063,NA,NA
202207,2022-07-01,高雄港,462290,72359,534649,730862.25,113461,844323.25,NA,NA,NA,0.13533925996307858,0.8646607400369214,0.13438099685162053,0.8656190031483795,NA,NA
202208,2022-08-01,高雄港,438441,73057,511498,692114.5,109091.25,801205.75,NA,NA,NA,0.1428294929794447,0.8571705070205553,0.13615884558991245,0.8638411544100876,NA,NA
202209,2022-09-01,高雄港,396954,64236,461190,627526.5,97138.5,724665,NA,NA,NA,0.1392831587848826,0.8607168412151174,0.13404607646291736,0.8659539235370827,NA,NA
202210,2022-10-01,高雄港,410475,62167,472642,639335.25,95309,734644.25,NA,NA,NA,0.13153084152487507,0.868469158475125,0.12973490230135198,0.870265097698648,NA,NA
202211,2022-11-01,高雄港,410303,69400,479703,642802.75,105602,748404.75,NA,NA,NA,0.14467284965905988,0.8553271503409401,0.1411027923059013,0.8588972076940987,NA,NA
202212,2022-12-01,高雄港,417536,66038,483574,657881.25,98567,756448.25,NA,NA,NA,0.1365623461972728,0.8634376538027272,0.1303023703207721,0.8696976296792279,NA,NA
202301,2023-01-01,高雄港,375293,64738,440031,592819,98639,691458,NA,NA,NA,0.14712145280673408,0.852878547193266,0.14265363912197127,0.8573463608780287,NA,NA
